;******* 2000 OHM RUTHENIUM OXIDE RESISTOR ********
;Data for 2000 Ohm Ruthium Oxide Resistor
;4/10/93
;Used for ITC502 Range CR11
17:13:20      06-17-1993
RuO
T, R
K, -


 2.946052      2748.775 
 2.953769      2747.053 
 2.961521      2745.328 
 2.969302      2743.609 
 2.977116      2741.889 
 2.984974      2740.171 
 2.99285       2738.456 
 3.000761      2736.741 
 3.008706      2735.028 
 3.01668       2733.315 
 3.024691      2731.604 
 3.032732      2729.896 
 3.04081       2728.187 
 3.048919      2726.481 
 3.057061      2724.773 
 3.06524       2723.069 
 3.073451      2721.366 
 3.081711      2719.666 
 3.08999       2717.965 
 3.098308      2716.266 
 3.106659      2714.569 
 3.115047      2712.873 
 3.123468      2711.178 
 3.131926      2709.485 
 3.140418      2707.793 
 3.14895       2706.099 
 3.157514      2704.411 
 3.166117      2702.722 
 3.17477       2701.036 
 3.183448      2699.35 
 3.192161      2697.666 
 3.200913      2695.983 
 3.209702      2694.302 
 3.218531      2692.622 
 3.227394      2690.943 
 3.236298      2689.265 
 3.245242      2687.587 
 3.254225      2685.911 
 3.263245      2684.238 
 3.272316      2682.565 
 3.281416      2680.894 
 3.290557      2679.225 
 3.299738      2677.556 
 3.308957      2675.889 
 3.318218      2674.223 
 3.327519      2672.56 
 3.336863      2670.896 
 3.346246      2669.232 
 3.355672      2667.571 
 3.365138      2665.912 
 3.374661      2664.253 
 3.384215      2662.597 
 3.39381       2660.942 
 3.403448      2659.287 
 3.413127      2657.635 
 3.422852      2655.983 
 3.432621      2654.333 
 3.442435      2652.683 
 3.452291      2651.036 
 3.462192      2649.386 
 3.472136      2647.742 
 3.482129      2646.098 
 3.492179      2644.455 
 3.502262      2642.814 
 3.512391      2641.174 
 3.522567      2639.536 
 3.532787      2637.898 
 3.543057      2636.262 
 3.553372      2634.627 
 3.563735      2632.993 
 3.574145      2631.359 
 3.584604      2629.728 
 3.595111      2628.097 
 3.605682      2626.469 
 3.616287      2624.842 
 3.626943      2623.216 
 3.637647      2621.591 
 3.648405      2619.968 
 3.659209      2618.345 
 3.670064      2616.724 
 3.680969      2615.104 
 3.691929      2613.483 
 3.702936      2611.866 
 3.713998      2610.25 
 3.725131      2608.635 
 3.736297      2607.022 
 3.747515      2605.41 
 3.75879       2603.798 
 3.770117      2602.19 
 3.781497      2600.581 
 3.792931      2598.973 
 3.804422      2597.367 
 3.815967      2595.76 
 3.827569      2594.157 
 3.839223      2592.555 
 3.850939      2590.954 
 3.862725      2589.354 
 3.874552      2587.756 
 3.886438      2586.158 
 3.89838       2584.562 
 3.910378      2582.968 
 3.922437      2581.373 
 3.934556      2579.781 
 3.946732      2578.191 
 3.958966      2576.598 
 3.971266      2575.01 
 3.983624      2573.421 
 3.99606       2571.835 
 4.00854       2570.251 
 4.021082      2568.667 
 4.033684      2567.084 
 4.046353      2565.503 
 4.059083      2563.923 
 4.071877      2562.344 
 4.084732      2560.767 
 4.097651      2559.187 
 4.110641      2557.612 
